transactionID,carrierID,customerID,amount,date
124,1,412,13.13,2007-04-06 07:35:57
125,1,572,11.65,2005-04-11 02:27:11
126,2,209,12.74,2007-02-08 22:28:43
127,1,662,16.88,2005-10-16 10:36:44
128,3,363,13.57,2005-02-27 00:36:42
129,2,575,16.18,2005-06-24 17:23:09
130,1,41,9.79,2008-03-19 00:11:54
131,3,463,6.09,2007-12-12 11:34:30
132,2,764,9.37,2008-10-13 14:27:39
133,3,959,12.21,2006-07-22 09:24:44
134,2,348,17.41,2008-06-05 03:05:42
135,3,431,12.86,2006-08-21 23:02:14
136,1,834,19.54,2009-04-30 08:21:32
137,1,602,13.7,2006-03-11 18:43:54
138,1,312,16.33,2007-01-16 03:47:41
139,1,53,14.3,2005-12-02 18:03:29
140,1,204,9.1,2005-07-07 12:50:30
141,3,749,18.46,2008-10-23 16:55:38
142,3,128,12.09,2008-05-10 03:42:29
143,1,232,7.86,2009-04-09 12:32:37
144,3,975,14.12,2006-10-06 23:22:54
145,2,547,9.12,2009-11-20 13:00:30
146,3,715,17.42,2009-02-13 01:59:52
147,1,198,19.24,2005-04-18 18:51:50
148,2,792,18.15,2009-12-06 02:57:54
149,3,329,14.48,2009-03-13 12:29:08
150,2,795,13.51,2007-11-24 00:12:15
151,3,477,7.03,2009-05-06 18:31:03
152,1,429,16.51,2008-01-16 03:55:34
153,3,806,11.2,2008-01-10 17:16:08
154,2,968,5.45,2009-05-27 17:30:55
155,3,731,7.58,2008-06-02 18:22:01
156,1,625,15.42,2006-10-05 17:22:24
157,2,68,5.96,2006-09-15 21:37:44
158,3,939,10.4,2008-02-01 17:49:41
159,1,884,13.12,2006-12-14 02:05:16
160,2,332,17.48,2009-09-15 04:54:31
161,3,388,17.07,2008-11-08 18:10:19
162,3,294,5.87,2007-08-25 05:06:26
163,2,373,13.85,2005-09-14 11:34:22
164,1,828,12.26,2008-06-02 09:53:20
165,2,134,19.21,2008-03-17 23:38:36
166,3,947,8.54,2008-01-28 22:54:12
167,1,259,12.95,2006-09-28 03:19:29
168,2,78,8.09,2005-01-17 21:21:26
169,1,246,7.36,2006-12-08 17:32:04
170,1,608,9.79,2009-06-02 09:52:52
171,2,501,10.1,2007-06-01 06:23:00
172,2,315,13.4,2006-06-26 22:04:15
173,3,856,5.18,2006-09-12 17:46:11
174,1,678,16.89,2005-07-13 23:25:21
175,1,988,13.83,2008-03-13 00:57:48
176,1,34,19.87,2009-08-10 09:14:38
177,3,290,12.21,2009-03-11 11:52:27
178,3,838,8.59,2006-05-07 15:28:37
179,1,260,7.08,2006-02-01 18:52:42
180,1,936,17.33,2009-05-08 12:44:10
181,1,757,12.2,2005-05-27 01:57:29
182,1,740,11.66,2009-12-02 03:56:01
183,3,140,19.27,2006-05-14 01:38:17
184,1,768,17.13,2007-10-21 09:21:19
185,3,855,8.5,2005-08-23 07:45:07
186,3,827,6.75,2006-11-14 08:48:07
187,1,607,16.31,2008-08-03 22:05:11
188,1,811,8.33,2008-12-27 05:29:22
189,3,146,6.16,2006-09-16 06:56:32
190,1,898,15.02,2006-04-22 13:07:22
191,1,682,7.33,2008-06-18 04:59:02
192,2,234,16.05,2006-02-19 07:43:12
193,1,143,7.12,2006-07-11 04:20:15
194,3,651,7.09,2007-06-20 13:21:08
195,2,641,18.82,2009-09-28 18:08:21
196,2,401,16.12,2007-01-15 00:05:10
197,1,695,12.53,2005-09-02 04:01:33
198,1,299,10.44,2006-04-04 10:58:11
199,2,826,8.19,2006-11-13 10:51:57
200,2,581,13.27,2007-07-11 20:38:33
201,3,827,12.23,2006-04-09 20:04:55
202,2,436,14.48,2005-09-07 04:31:43
203,1,578,9.81,2006-10-09 11:47:31
204,1,944,16.19,2009-06-23 21:46:55
205,2,480,15.98,2007-02-22 13:39:40
206,2,145,13.16,2007-12-31 10:43:48
207,2,639,5.31,2007-01-30 08:58:46
208,1,331,18.05,2008-09-09 09:08:41
209,1,385,5.12,2006-05-08 20:26:08
210,3,843,5.16,2007-07-15 20:51:36
211,3,637,16.97,2008-02-18 12:22:28
212,3,524,13.54,2009-05-19 16:26:07
213,3,650,17.24,2007-07-09 13:59:17
214,2,418,15.43,2006-09-18 08:59:29
215,1,232,9.94,2007-09-08 07:17:37
216,3,155,18.76,2009-02-12 13:36:06
217,1,850,14.82,2006-03-31 10:49:40
218,1,698,18.77,2007-01-22 08:27:29
219,2,509,14.37,2008-01-11 14:06:08
220,1,714,19.23,2006-08-03 18:42:50
221,1,436,11.53,2009-11-07 19:47:38
222,1,26,15.94,2007-09-26 21:08:02
223,1,39,15.65,2006-08-20 13:42:34
224,1,302,9.88,2009-01-05 08:01:24
225,1,604,6.68,2006-10-08 20:03:07
226,2,473,14.26,2008-11-03 11:15:10
227,3,827,10.51,2007-07-16 14:31:42
228,2,965,17.65,2009-04-23 09:11:33
229,3,727,17.95,2006-03-13 09:12:39
230,2,855,9.15,2005-01-09 14:56:33
231,1,92,5.05,2009-02-04 05:46:21
232,2,277,16.25,2009-12-06 06:01:50
233,2,232,7.19,2005-03-28 22:25:39
234,3,823,10.58,2005-10-20 10:39:13
235,2,881,14.27,2008-10-15 20:44:43
236,1,899,16.55,2008-07-19 00:26:06
237,1,144,18.82,2006-06-21 07:04:11
238,3,412,17.63,2008-04-19 11:54:24
239,3,783,13.37,2009-01-28 17:24:20
240,3,777,8.35,2008-02-18 23:43:42
241,1,980,19.32,2009-03-03 19:14:25
242,2,648,7.3,2007-06-21 20:09:55
243,2,371,11.56,2009-06-14 03:31:41
244,1,940,17.77,2009-09-06 10:18:31
245,2,338,6.16,2009-05-25 21:31:58
246,2,184,16.54,2006-02-13 08:40:27
247,3,490,17.05,2008-02-02 20:04:00
248,2,693,18.16,2006-08-27 17:59:21
249,2,541,15.34,2008-08-29 14:49:57
250,3,658,7.81,2005-08-19 00:52:31
251,3,195,12.8,2009-01-28 16:38:18
252,3,337,18.9,2005-07-11 16:01:00
253,1,890,9.58,2006-03-15 03:32:01
254,3,549,8.95,2009-11-10 20:58:34
255,3,930,10.6,2009-12-12 17:49:15
256,1,746,9.45,2007-09-14 19:53:15
257,2,347,8.0,2006-05-25 16:20:55
258,2,295,16.27,2007-04-17 07:46:21
259,1,895,9.41,2006-12-08 14:07:36
260,2,284,12.18,2005-09-23 19:05:14
261,3,384,5.03,2008-05-11 15:41:26
262,2,902,17.89,2008-10-08 04:18:34
263,2,345,9.74,2009-02-03 12:49:35
264,1,373,18.68,2008-02-04 09:03:04
265,3,644,6.4,2009-07-13 22:24:19
266,2,716,17.69,2006-04-13 02:51:51
267,2,982,10.42,2006-12-09 01:17:03
268,3,284,13.1,2007-07-31 19:43:29
269,2,413,5.69,2008-10-09 07:15:32
270,3,128,9.91,2007-12-31 09:18:56
271,3,264,7.45,2006-11-24 10:50:20
272,2,540,10.26,2007-08-27 23:07:41
273,1,128,5.64,2006-08-16 12:36:22
274,1,6,6.61,2005-06-06 02:02:10
275,2,248,13.77,2008-04-18 03:19:16
276,3,582,12.45,2007-03-25 17:38:58
277,3,197,6.76,2008-04-26 08:46:13
278,2,240,18.81,2007-06-08 11:07:25
279,2,433,13.02,2008-11-03 20:28:19
280,3,89,9.84,2005-08-10 16:01:36
281,1,97,14.31,2009-05-01 19:38:00
282,1,275,7.18,2007-03-02 05:31:17
283,1,47,19.09,2006-09-24 18:19:16
284,1,731,9.76,2008-08-02 19:57:57
285,1,567,13.61,2008-08-28 12:16:54
286,2,515,7.59,2009-09-07 10:55:29
287,2,213,5.42,2009-12-01 03:47:06
288,3,380,5.46,2009-09-24 13:23:33
289,3,164,9.69,2005-10-01 02:59:04
290,3,230,5.11,2009-08-30 14:12:16
291,2,55,19.89,2005-03-29 22:54:53
292,3,42,8.34,2007-11-21 01:58:05
293,2,861,15.62,2009-03-11 16:21:46
294,2,340,18.44,2008-09-07 16:23:26
295,1,926,6.14,2007-03-11 16:06:33
296,2,251,11.36,2005-08-02 21:22:37
297,3,650,16.4,2005-05-08 21:05:22
298,1,187,10.46,2005-08-01 16:05:19
299,3,856,9.79,2008-08-20 08:42:09
300,1,453,7.77,2007-01-24 16:49:05
301,2,873,17.72,2008-05-10 00:43:11
302,1,281,14.57,2005-09-26 00:37:53
303,1,434,5.36,2005-10-05 22:35:58
304,3,96,15.05,2009-01-18 00:39:49
305,2,324,15.46,2005-03-03 06:39:21
306,3,109,13.56,2007-09-05 19:31:16
307,1,601,7.21,2005-02-17 00:02:39
308,3,558,8.88,2006-11-11 20:15:44
309,3,933,9.93,2009-03-28 05:58:55
310,2,509,5.63,2005-11-02 16:04:02
311,3,545,11.76,2009-05-23 04:49:27
312,1,882,18.1,2006-01-09 00:44:10
313,1,137,7.35,2009-11-25 10:43:37
314,3,964,15.32,2007-02-16 11:40:31
315,2,438,14.73,2007-01-12 03:10:14
316,2,139,7.84,2006-04-09 15:14:54
317,3,428,10.27,2007-11-22 20:46:26
318,2,872,14.53,2007-07-13 18:46:40
319,3,850,7.93,2006-04-05 14:55:38
320,3,951,18.59,2008-08-24 05:09:17
321,2,565,10.93,2009-07-23 13:20:04
322,2,642,17.63,2008-05-24 16:31:18
323,3,230,5.77,2008-04-22 15:16:24
324,1,33,12.5,2009-10-18 14:53:39
325,2,687,8.78,2006-11-29 00:56:30
326,2,684,16.24,2007-05-11 20:56:20
327,2,873,16.25,2007-08-14 12:33:52
328,1,948,18.92,2007-01-11 07:32:55
329,3,828,9.13,2006-05-06 21:19:18
330,1,101,7.19,2009-07-25 04:16:00
331,2,429,10.49,2006-12-06 14:39:45
332,2,595,11.83,2005-07-15 09:31:53
333,3,783,7.87,2007-12-31 08:49:28
334,2,807,17.97,2008-02-18 02:56:53
335,2,762,8.0,2008-06-30 08:07:37
336,3,519,5.16,2005-05-16 23:52:40
337,3,791,15.55,2005-10-06 01:49:31
338,2,930,10.98,2006-02-10 11:45:59
339,2,282,17.21,2008-10-20 08:00:50
340,1,85,6.98,2009-12-22 05:58:59
341,1,602,6.69,2007-07-08 17:56:11
342,2,444,8.92,2009-10-03 15:28:52
343,1,740,6.06,2009-05-27 05:06:17
344,1,221,13.44,2009-07-11 08:51:27
345,1,8,15.05,2009-12-25 10:28:44
346,3,227,19.62,2005-08-02 10:50:33
347,2,698,9.89,2008-11-20 11:14:25
348,3,694,18.56,2008-01-02 16:16:09
349,3,430,16.87,2009-08-17 14:47:11
350,2,985,16.14,2005-01-19 15:04:19
351,1,675,14.29,2008-06-30 23:20:12
352,2,763,6.5,2005-04-23 17:47:22
353,1,429,18.52,2005-01-02 15:11:53
354,2,917,17.79,2009-09-10 08:40:36
355,2,214,13.81,2009-04-02 00:39:20
356,1,389,16.66,2008-10-24 03:51:32
357,2,912,17.5,2005-06-11 15:48:22
358,3,659,16.17,2009-09-17 13:50:54
359,1,493,16.51,2006-10-30 17:40:14
360,1,639,15.61,2009-05-20 02:15:39
361,2,990,7.46,2007-01-10 00:12:15
362,2,487,12.78,2008-12-20 03:55:11
363,2,496,16.0,2009-11-26 10:23:40
364,2,514,9.57,2008-06-01 13:30:50
365,3,563,8.81,2009-11-11 13:21:01
366,1,251,9.44,2008-10-17 11:25:27
367,2,214,18.31,2007-11-13 09:07:58
368,1,968,7.0,2009-11-24 00:23:53
369,2,398,15.64,2005-01-30 01:53:19
370,2,197,15.28,2007-10-06 18:52:08
371,3,979,6.81,2007-07-05 23:32:38
372,3,406,11.68,2009-08-17 09:21:49
373,1,386,13.36,2009-11-13 08:29:51
374,1,118,18.25,2009-05-27 03:03:12
375,3,752,6.84,2007-01-26 02:25:22
376,2,860,5.82,2007-11-05 21:51:14
377,2,998,13.86,2006-06-20 10:03:58
378,3,794,8.2,2006-11-14 12:14:48
379,2,1,13.79,2008-08-18 16:24:10
380,2,965,15.37,2005-11-14 19:13:28
381,3,528,16.65,2005-07-29 08:13:01
382,3,119,9.45,2009-07-19 14:36:52
383,3,968,15.53,2008-08-25 12:21:59
384,1,382,13.82,2005-02-28 14:57:46
385,1,141,6.62,2005-12-28 05:16:04
386,1,439,19.44,2005-10-12 00:54:48
387,2,888,17.14,2007-01-26 04:00:03
388,2,852,16.87,2006-01-26 14:38:58
389,2,657,12.42,2005-06-03 08:10:33
390,1,879,7.95,2005-03-25 07:06:48
391,3,687,5.28,2005-12-20 15:02:07
392,2,81,14.0,2006-05-31 01:07:44
393,3,718,13.46,2008-09-12 14:15:20
394,2,966,14.03,2007-05-21 06:56:25
395,2,793,11.05,2005-02-01 01:29:42
396,2,332,5.74,2009-09-28 00:03:18
397,3,879,9.7,2006-05-14 12:48:06
398,1,712,11.35,2008-06-07 06:56:46
399,3,160,12.86,2007-08-31 11:21:16
400,2,475,6.07,2005-03-17 07:11:56
401,2,845,18.9,2008-12-13 22:00:06
402,3,600,8.19,2005-08-14 00:55:21
403,2,20,6.49,2009-06-28 18:19:34
404,2,959,15.4,2005-01-19 15:22:29
405,1,627,14.6,2005-06-23 14:50:32
406,1,512,14.52,2008-08-11 09:39:38
407,2,429,13.49,2009-01-10 17:58:56
408,3,635,13.2,2005-08-10 12:00:34
409,2,35,11.35,2005-09-06 13:28:04
410,3,959,5.08,2008-12-21 21:01:30
411,2,351,16.44,2008-09-19 16:27:11
412,1,669,10.37,2008-12-09 21:12:57
413,3,901,14.47,2005-12-05 11:53:31
414,3,917,11.93,2005-01-07 20:28:53
415,2,64,11.22,2006-02-13 12:57:42
416,3,452,8.16,2008-10-02 07:00:31
417,1,289,15.66,2009-11-08 23:38:53
418,2,377,13.57,2006-07-03 19:04:05
419,2,843,16.73,2005-07-29 17:17:26
420,2,982,8.16,2006-04-21 15:52:10
421,1,856,15.11,2008-09-24 10:48:10
422,2,925,15.94,2005-05-20 17:27:38
423,3,176,17.14,2009-09-05 14:13:46
424,3,994,7.29,2006-07-18 06:27:24
425,1,267,11.27,2009-02-28 03:24:24
426,1,313,6.2,2007-03-16 12:56:34
427,2,712,18.51,2007-02-13 20:51:01
428,3,153,12.4,2009-06-10 00:28:17
429,3,878,19.57,2005-01-11 05:20:03
430,2,851,15.87,2005-02-27 01:46:07
431,1,715,14.31,2006-11-14 16:42:10
432,3,38,8.37,2005-08-15 13:03:08
433,2,747,11.76,2005-11-08 03:30:33
434,3,61,19.37,2007-10-16 07:52:39
435,2,698,15.32,2005-02-04 03:40:42
436,1,972,5.67,2007-02-22 07:17:49
437,1,428,16.68,2008-02-15 04:48:27
438,2,443,18.57,2005-06-08 23:43:13
439,2,20,18.25,2005-08-26 18:44:39
440,1,707,6.32,2009-01-28 05:16:51
441,2,6,6.41,2007-12-26 16:35:17
442,1,274,10.09,2008-07-18 16:48:02
443,2,411,16.02,2006-12-01 18:05:14
444,3,75,7.81,2009-02-20 20:52:15
445,1,186,12.04,2007-01-20 07:07:15
446,2,523,13.29,2009-05-16 17:52:53
447,1,828,5.44,2005-04-11 01:00:19
448,1,962,11.48,2007-04-12 01:23:06
449,2,287,19.41,2009-08-03 17:07:36
450,3,683,5.6,2006-07-26 21:17:54
451,3,521,15.35,2008-01-31 14:47:41
452,2,436,6.59,2007-09-18 14:52:07
453,1,768,11.71,2005-03-22 16:58:30
454,2,353,19.35,2007-12-29 09:16:34
455,3,938,6.0,2009-08-01 17:29:11
456,1,523,7.67,2009-01-09 07:10:50
457,1,611,9.8,2009-11-29 06:10:26
458,3,923,16.45,2009-03-07 14:31:01
459,3,275,8.24,2007-02-10 05:06:51
460,1,435,14.27,2006-01-17 20:02:07
461,2,876,5.57,2005-05-30 02:29:09
462,1,733,15.54,2008-12-15 09:45:20
463,2,401,11.48,2008-06-13 01:30:56
464,1,353,5.15,2006-08-04 10:47:02
465,1,84,7.88,2005-07-09 06:01:46
466,1,686,19.47,2007-11-24 03:32:18
467,1,428,8.47,2009-01-22 03:33:27
468,3,737,12.4,2006-04-01 11:06:27
469,2,399,19.02,2008-07-07 19:54:34
470,1,316,13.86,2008-10-13 10:20:22
471,1,506,7.01,2009-09-19 20:56:09
472,1,671,11.54,2009-10-13 01:58:15
473,2,983,15.91,2005-04-20 18:45:08
474,2,677,19.83,2005-02-24 00:01:21
475,2,865,13.83,2007-05-14 06:01:54
476,1,544,14.26,2007-10-20 16:05:42
477,1,21,13.05,2005-11-22 04:16:22
478,2,844,6.43,2005-06-01 19:55:39
479,3,91,19.61,2009-01-22 03:20:59
480,1,513,10.38,2008-04-05 05:39:13
481,2,272,15.72,2006-07-03 23:15:44
482,2,672,7.01,2005-03-31 07:33:14
483,1,613,8.2,2006-05-27 06:42:47
484,1,234,18.32,2009-08-16 18:49:21
485,1,241,7.64,2008-02-08 23:36:34
486,3,635,12.41,2005-11-27 19:35:30
487,1,137,13.15,2005-10-25 13:52:12
488,2,969,7.18,2007-08-20 18:24:32
489,2,210,12.78,2009-06-27 15:37:58
490,1,658,9.5,2008-06-06 21:56:48
491,1,263,11.95,2009-08-27 03:21:18
492,3,491,18.15,2008-10-05 03:33:15
493,2,494,6.11,2005-12-05 23:09:50
494,2,620,8.89,2008-01-12 05:55:46
495,2,663,17.94,2006-01-20 14:01:15
496,2,286,17.97,2009-11-05 08:58:29
497,1,157,10.32,2007-06-30 14:15:25
498,1,377,15.1,2007-03-23 22:18:16
499,1,877,13.1,2005-07-22 00:54:19
500,3,512,7.35,2008-07-31 17:26:30
501,3,711,16.24,2005-01-24 10:13:21
502,2,386,15.56,2005-05-28 21:20:58
503,3,874,9.65,2008-10-30 11:57:20
504,3,21,6.42,2005-07-09 02:43:46
505,2,337,19.97,2008-03-23 05:46:26
506,3,545,5.77,2009-02-21 23:11:51
507,2,153,10.12,2008-01-09 22:15:46
508,2,533,12.45,2007-01-18 00:13:46
509,1,508,9.98,2006-09-29 10:14:36
510,2,77,19.36,2008-08-25 22:46:02
511,3,793,6.47,2006-05-09 11:23:42
512,2,589,8.56,2008-12-09 19:24:16
513,3,484,17.48,2005-01-19 17:31:39
514,2,676,10.47,2008-10-28 11:39:42
515,2,133,11.75,2005-07-24 04:24:35
516,1,988,17.47,2008-11-27 21:01:11
517,3,610,11.56,2006-07-05 16:22:51
518,3,297,15.44,2005-09-20 13:15:46
519,2,237,14.73,2005-02-20 21:34:42
520,1,281,10.87,2009-03-07 04:03:40
521,1,499,17.92,2007-04-16 16:21:33
522,1,395,14.93,2005-01-06 09:57:10
523,1,120,7.32,2006-03-21 08:29:15
524,2,186,12.74,2005-10-03 23:10:57
525,1,56,12.25,2008-01-21 12:55:17
526,2,764,15.36,2005-02-22 12:27:53
527,1,854,18.15,2007-05-14 21:58:37
528,2,50,13.33,2008-03-24 07:50:13
529,3,153,12.27,2009-07-29 05:50:22
530,2,117,19.73,2005-04-18 09:37:29
531,2,827,7.79,2009-02-27 01:03:39
532,1,574,10.98,2008-03-17 13:18:35
533,1,828,5.08,2008-04-14 05:32:43
534,3,236,19.0,2007-05-13 22:53:15
535,3,511,13.83,2008-06-06 21:08:28
536,3,660,13.68,2005-11-30 07:57:02
537,3,247,9.33,2008-03-23 21:22:14
538,1,572,11.04,2009-04-11 21:52:41
539,1,551,6.2,2009-11-10 10:53:15
540,1,103,17.38,2008-12-04 00:08:20
541,1,580,5.07,2006-11-07 12:16:52
542,1,493,6.83,2005-05-17 09:35:30
543,3,781,6.55,2008-03-28 07:49:16
544,2,823,14.86,2008-03-05 21:45:29
545,1,877,15.29,2008-12-03 18:32:28
546,1,379,11.87,2007-09-10 01:56:08
547,1,791,15.88,2005-02-22 23:18:57
548,2,814,9.63,2007-07-07 07:17:03
549,3,831,16.69,2005-08-11 21:14:18
550,3,441,10.25,2007-01-21 12:28:25
551,1,423,18.01,2007-05-19 14:31:44
552,1,733,10.94,2009-08-20 04:39:28
553,3,920,6.1,2008-08-12 12:29:06
554,3,183,15.66,2009-06-09 03:23:55
555,2,401,8.69,2005-12-20 22:01:42
556,2,369,14.53,2007-04-26 11:27:45
557,2,702,6.93,2009-05-23 15:36:42
558,2,956,7.85,2009-02-13 17:26:06
559,2,161,16.63,2006-08-15 04:22:31
560,1,586,9.08,2006-10-19 08:10:27
561,2,685,19.26,2009-01-01 21:47:52
562,1,295,8.19,2006-08-25 11:24:43
563,3,788,11.88,2007-01-14 09:39:25
564,2,122,10.35,2008-10-15 01:35:59
565,2,719,14.47,2005-07-10 19:41:33
566,3,305,8.97,2009-07-28 10:42:12
567,1,20,6.57,2007-07-02 21:09:47
568,3,456,10.63,2007-03-18 10:54:17
569,1,614,16.84,2009-11-27 00:52:03
570,3,364,17.56,2009-09-27 08:53:43
571,2,687,9.54,2005-03-08 00:04:55
572,3,566,14.59,2006-03-06 10:53:42
573,1,682,7.28,2008-04-02 23:36:45
574,2,993,6.09,2005-05-29 08:57:21
575,1,14,18.08,2005-03-28 05:11:10
576,1,672,11.77,2005-10-16 09:50:02
577,2,521,7.97,2008-11-07 12:46:23
578,2,379,6.26,2005-12-06 04:25:11
579,1,414,6.65,2005-04-05 19:13:28
580,1,853,6.73,2007-09-11 11:41:57
581,2,329,6.2,2006-01-05 08:46:57
582,1,607,9.55,2006-09-01 03:33:47
583,3,827,16.99,2007-05-05 09:13:38
584,2,320,13.15,2007-08-23 19:48:43
585,1,961,5.16,2006-02-09 22:53:44
586,1,561,14.09,2007-05-01 04:46:19
587,2,686,8.46,2006-01-22 17:35:52
588,2,495,8.97,2008-01-18 04:29:23
589,1,271,6.29,2007-03-23 11:00:03
590,1,257,10.55,2007-11-21 07:54:48
591,1,292,19.56,2006-12-06 09:04:57
592,3,677,11.11,2005-08-17 01:57:24
593,3,136,14.11,2008-04-07 09:00:40
594,1,631,5.62,2007-10-14 14:51:22
595,2,723,14.22,2008-11-17 02:56:35
596,2,654,5.16,2006-06-04 23:02:58
597,1,739,8.27,2008-07-13 01:56:46
598,2,540,19.11,2005-10-08 07:04:17
599,1,716,12.93,2008-02-17 15:36:21
600,3,910,6.83,2005-01-22 13:30:32
601,3,919,13.27,2007-12-07 21:09:22
602,1,796,15.05,2008-10-27 07:29:33
603,2,197,8.09,2006-11-01 06:24:08
604,1,692,16.73,2009-04-22 11:20:44
605,1,413,15.72,2006-10-09 10:54:31
